公司名稱,地區,資本額,公司人數,招募人數 
九鳳數位娛樂有限公司,台北市中山區,6000000,60,7
香港商聲吶天空資訊顧問有限公司,台北市南港區,6000000,暫不提供,33
可思科技股份有限公司,台北市大安區,6000000,12,10
台灣海盟數位有限公司,台北市內湖區,6000000,28,2
英屬開曼群島商訊芯科技股份有限公司台灣分公司,台北市信義區,6000000,2000,24
共創生活新媒體有限公司,台北市中山區,6000000,70,7
彼德股份有限公司,台北市內湖區,6000000,30,4
艾律科技有限公司,台北市內湖區,6000000,50,2
保祥企業有限公司,台北市信義區,6000000,10,2
星宇聯網資訊有限公司,台北市內湖區,6000000,20,0
凡想數位科技股份有限公司,台北市內湖區,6000000,暫不提供,0
維沃股份有限公司,台北市內湖區,6000000,15,0
華偉科技有限公司,台北市大同區,6000000,15,0
TGILive_居生活數位整合有限公司,台北市中山區,6000000,7,10
星鎰數位科技有限公司,台北市內湖區,6000000,7,0
捷思遊戲科技有限公司,台北市內湖區,5800000,60,13
善恩創新股份有限公司,台北市士林區,5770000,20,1
曼巴互娛股份有限公司,台北市信義區,5600000,35,0
台灣華藝傳媒股份有限公司,台北市中山區,5600000,15,0
布洛卡斯股份有限公司,台北市南港區,5600000,12,0
台灣轉送股份有限公司,台北市松山區,5580000,34,0
匯雲數位股份有限公司,台北市松山區,5560000,7,0
台灣數位有限公司,台北市中正區,5500000,5,0
麗晶光電科技股份有限公司,台北市中山區,5500000,10,0
歐美加科技股份有限公司,台北市內湖區,5500000,20,0
晟崴科技股份有限公司,台北市內湖區,5500000,6,0
源映製作有限公司,台北市松山區,5500000,14,0
核心技術有限公司,台北市信義區,5400000,37,0
酷樂石軟體股份有限公司,台北市大安區,5350000,9,0
赫徠森國際企業有限公司,台北市中山區,5200000,20,0
比特孵化器科技有限公司,台北市內湖區,5200000,5,0
韓商格雷維蒂股份有限公司台灣分公司,台北市內湖區,5100000,30,0
睿至股份有限公司,台北市大同區,5100000,26,0
奧創移動科技有限公司,台北市信義區,5100000,20,0
始祖鳥科技有限公司,台北市大安區,5100000,24,0
匯旺科技有限公司,台北市信義區,5100000,暫不提供,6
衛信科技股份有限公司,台北市中山區,5010000,5,2
環貫優比嘉資訊股份有限公司,台北市中正區,5000000,8,0
優吉太陽能有限公司,台北市松山區,5000000,暫不提供,0
玉山豐國際股份有限公司,台北市內湖區,5000000,20,0
沙拉互動有限公司,台北市信義區,5000000,15,0
適發創新有限公司,台北市內湖區,5000000,5,0
景群數位互動有限公司,台北市信義區,5000000,暫不提供,0
齊瑞科技有限公司,台北市內湖區,5000000,暫不提供,0
太濟企業有限公司,台北市大同區,5000000,暫不提供,0
賽米資訊股份有限公司,台北市中山區,5000000,暫不提供,0
業澤聯創有限公司,台北市信義區,5000000,50,0
瀚瑞科電子股份有限公司,台北市信義區,5000000,11,0
智能營銷科技有限公司,台北市中山區,5000000,10,0
法可創新股份有限公司,台北市中山區,5000000,暫不提供,0
麥睿資訊股份有限公司,台北市中山區,5000000,12,0
魔塊遊戲有限公司,台北市大安區,5000000,24,0
達比特科技有限公司,台北市松山區,5000000,暫不提供,0
優力勁聯股份有限公司,台北市萬華區,5000000,20,0
亞德洛數位科技股份有限公司,台北市中山區,5000000,8,0
燿申科技有限公司,台北市北投區,5000000,暫不提供,0
冠妍動力科技有限公司,台北市內湖區,5000000,10,0
韋博數位有限公司,台北市大安區,5000000,10,0
KYOCERA ASIA PACIFIC PTE. LTD._新加坡商京瓷亞太有限公司台北分公司,台北市中山區,5000000,52,0
禾鈞科技股份有限公司,台北市南港區,5000000,10,0
台灣餐飲零售系統股份有限公司,台北市中正區,5000000,15,0
崴凌股份有限公司,台北市松山區,5000000,36,0
"EBSCO INTERNATIONAL, INC. (U.S.A.)_美商博科外文資訊股份有限公司台灣分公司",台北市松山區,5000000,30,0
貝立得股份有限公司,台北市大安區,5000000,7,0
支點管理顧問有限公司,台北市中正區,5000000,200,0
華電網路科技有限公司,台北市大安區,5000000,10,0
宏盛興業有限公司,台北市北投區,5000000,暫不提供,0
捷克科技有限公司(籌備處),台北市內湖區,5000000,暫不提供,0
偉特資訊有限公司,台北市中正區,5000000,10,0
路遊數位股份有限公司,台北市松山區,5000000,30,0
桂源科技股份有限公司,台北市內湖區,5000000,暫不提供,0
長問科技股份有限公司,台北市大同區,5000000,暫不提供,0
新集企業有限公司,台北市士林區,5000000,4,0
新集企業有限公司,台北市士林區,5000000,4,0
華電網路科技有限公司,台北市大安區,5000000,10,0
竣盟科技股份有限公司,台北市中山區,5000000,9,0
路遊數位股份有限公司,台北市松山區,5000000,30,0
群聯全球股份有限公司,台北市內湖區,5000000,4,0
偉特資訊有限公司,台北市中正區,5000000,10,0
長問科技股份有限公司,台北市大同區,5000000,暫不提供,0
才式創意科技有限公司,台北市信義區,5000000,17,0
艾格亞士科技有限公司,台北市中山區,5000000,6,0
薩摩亞商尚德科技股份有限公司台灣分公司,台北市松山區,5000000,10,0
傳訊光科技股份有限公司,台北市信義區,5000000,暫不提供,0
信羿科技有限公司,台北市內湖區,5000000,暫不提供,0
菲律賓商奕亦合科技顧問有限公司台灣分公司,台北市信義區,5000000,35,0
康焱企業有限公司,台北市大同區,5000000,15,0
伊甸之眼股份有限公司,台北市大安區,5000000,20,0
踢歐哎哎有限公司,台北市大安區,5000000,5,0
學霸網股份有限公司,台北市中正區,5000000,10,0
喜多方科技有限公司,台北市中山區,5000000,12,0
母語加有限公司,台北市文山區,5000000,5,0
上洋通信有限公司,台北市大安區,5000000,6,0
無限全球通移動通信股份有限公司,台北市中山區,5000000,15,0
台灣英旗互動娛樂有限公司,台北市信義區,5000000,暫不提供,0
點點數位股份有限公司,台北市大安區,5000000,3,0
齊瑞科技有限公司,台北市內湖區,5000000,暫不提供,0
沙拉互動有限公司,台北市信義區,5000000,15,0
達比特科技有限公司,台北市松山區,5000000,暫不提供,0
優吉太陽能有限公司,台北市松山區,5000000,暫不提供,0
適發創新有限公司,台北市內湖區,5000000,5,0
太濟企業有限公司,台北市大同區,5000000,暫不提供,0
環貫優比嘉資訊股份有限公司,台北市中正區,5000000,8,0
宗佳電子科技股份有限公司,台北市中山區,5000000,5,0
興展創意數位有限公司,台北市大安區,5000000,20,0
長大國際股份有限公司,台北市內湖區,5000000,5,0
合利億股份有限公司,台北市中正區,5000000,暫不提供,0
橙色數位股份有限公司,台北市大安區,5000000,暫不提供,0
美商康達科技股份有限公司東南亞分公司,台北市中正區,5000000,4,0
曙光資訊股份有限公司,台北市中山區,5000000,暫不提供,0
得揚科技股份有限公司,台北市中山區,5000000,暫不提供,0
優品工業有限公司,台北市士林區,5000000,10,0
MAS_群騰整合科技股份有限公司,台北市松山區,5000000,10,0
瑞迪科技有限公司,台北市南港區,5000000,2,0
寶贏科技股份有限公司,台北市松山區,5000000,40,0
台灣威訊得科技有限公司,台北市中山區,5000000,暫不提供,0
鴻宇光學科技有限公司,台北市大安區,5000000,12,0
翔鴻材料科技股份有限公司,台北市中山區,5000000,暫不提供,0
利聲數位影音有限公司,台北市松山區,5000000,暫不提供,0
潘朵拉科技有限公司,台北市中山區,5000000,10,0
樂齊創意有限公司,台北市中正區,5000000,13,0
富紘股份有限公司,台北市內湖區,5000000,7,0
達佳企有限公司,台北市中山區,5000000,50,0
群盟科技股份有限公司,台北市大安區,5000000,10,0
鑫豪邁科技有限公司,台北市內湖區,5000000,20,0
家豪科技股份有限公司,台北市中山區,5000000,10,0
林鬍子股份有限公司,台北市信義區,5000000,4,0
台灣聯特瑞客有限公司,台北市中正區,5000000,6,0
八位數企業有限公司,台北市內湖區,5000000,25,0
佳燁資訊有限公司,台北市大安區,5000000,10,0
瑞聚科技股份有限公司,台北市松山區,5000000,10,0
誼誠資訊股份有限公司,台北市中山區,5000000,15,0
明泓科技顧問股份有限公司,台北市中正區,5000000,10,0
台灣連結有限公司,台北市大安區,5000000,11,0
樂淘資訊股份有限公司,台北市松山區,5000000,60,0
捷新數位科技有限公司,台北市中山區,5000000,6,0
佰擎國際有限公司,台北市大安區,5000000,15,0
方聖科技有限公司,台北市內湖區,5000000,10,0
MSC Taiwan_美商麥格尼軒股份有限公司台灣分公司,台北市中山區,5000000,12,0
中域網路科技有限公司,台北市中正區,5000000,20,0
立鼎資訊科技股份有限公司,台北市內湖區,5000000,暫不提供,0
傑圖科技有限公司,台北市中山區,5000000,10,0
肯得資訊科技有限公司,台北市信義區,5000000,20,0
德源資訊科技有限公司,台北市松山區,5000000,10,0
香港商元創興業有限公司,台北市內湖區,5000000,5,0
凱茂科技有限公司,台北市南港區,5000000,15,0
樂比科技股份有限公司,台北市中山區,5000000,30,0
柏瑞科技股份有限公司,台北市士林區,5000000,6,0
奧彼國際有限公司,台北市內湖區,5000000,10,0
傳景科技股份有限公司,台北市內湖區,5000000,8,0
泯濤整合行銷有限公司,台北市大安區,5000000,150,0
英商元京國際有限公司,台北市松山區,5000000,30,0
儷灣實業有限公司,台北市大同區,5000000,暫不提供,0
明智網路服務有限公司,台北市大安區,5000000,50,0
新光多媒體行銷通路股份有限公司,台北市松山區,5000000,暫不提供,0
網絡商數科技有限公司,台北市內湖區,5000000,3,0
日商思博半導體股份有限公司台灣分公司,台北市內湖區,5000000,5,0
華世達有限公司,台北市士林區,5000000,10,0
聖鋼科技股份有限公司,台北市士林區,5000000,10,0
台灣宅經濟科技有限公司,台北市信義區,5000000,5,0
香港商酷數有限公司台灣分公司,台北市大安區,5000000,40,0
智鼎財金科技股份有限公司,台北市松山區,5000000,暫不提供,0
諾迪科技股份有限公司,台北市松山區,5000000,5,0
諾迪科技股份有限公司,台北市松山區,5000000,5,0
旭利資訊有限公司,台北市大同區,5000000,5,0
櫻特森系統整合股份有限公司,台北市信義區,5000000,20,0
卡優新聞網_威辰資通股份有限公司,台北市中山區,5000000,暫不提供,0
鴻啟科技有限公司,台北市內湖區,5000000,暫不提供,0
旭曜資訊服務有限公司,台北市文山區,5000000,暫不提供,0
薄蕾絲股份有限公司,台北市大安區,5000000,17,0
冠軍網絡服務有限公司,台北市中山區,5000000,暫不提供,0
邦迅科技有限公司,台北市內湖區,5000000,10,0
悅荃企業有限公司,台北市信義區,5000000,30,0
皓展資訊股份有限公司,台北市信義區,5000000,32,7
易品資訊股份有限公司,台北市大安區,5000000,12,4
哇寶國際資訊股份有限公司,台北市南港區,5000000,暫不提供,7
展信資訊有限公司,台北市中正區,5000000,暫不提供,2
天美科技有限公司,台北市內湖區,5000000,暫不提供,0
mobile01_詠勝科技有限公司,台北市內湖區,5000000,36,5
全葳科技有限公司,台北市內湖區,5000000,25,2
新加坡商安穩特有限公司台灣分公司,台北市內湖區,5000000,暫不提供,1
樂陶國際有限公司,台北市松山區,5000000,5,0
仙草影像製作有限公司,台北市大安區,5000000,20,0
方碼科技有限公司,台北市南港區,5000000,暫不提供,0
光時創新股份有限公司,台北市信義區,5000000,暫不提供,0
百岳國際股份有限公司,台北市中山區,5000000,10,0
擎寶科技股份有限公司,台北市大安區,5000000,暫不提供,0
快樂指有限公司,台北市內湖區,5000000,5,0
瑞豪資訊有限公司,台北市大同區,5000000,12,0
雲圖在線有限公司,台北市大安區,5000000,100,0
凱明有限公司,台北市北投區,5000000,38,0
新加坡商動態素材科技有限公司台灣分公司,台北市大安區,5000000,10,0
薩摩亞商超強科技有限公司台灣分公司,台北市內湖區,5000000,10,0
名威科技實業有限公司,台北市中正區,5000000,8,0
拓比有限公司,台北市信義區,5000000,10,0
宗陞智能工程有限公司,台北市文山區,5000000,20,0
英特威資訊股份有限公司,台北市松山區,5000000,10,0
進入空間有限公司,台北市中山區,5000000,30,0
REEBONZ_新加坡商禮寶絲有限公司台灣分公司,台北市信義區,5000000,暫不提供,0
漢美連網股份有限公司,台北市大同區,5000000,20,0
美商凱德諾藍股份有限公司台灣分公司,台北市大安區,5000000,42,0
聯款通股份有限公司,台北市松山區,5000000,暫不提供,0
醬子科技股份有限公司,台北市信義區,5000000,20,0
曜得資訊有限公司,台北市大安區,5000000,15,0
採智科技股份有限公司,台北市信義區,5000000,4,0
香港商貝迪香港有限公司台灣分公司,台北市中山區,5000000,暫不提供,0
智勝資訊顧問有限公司,台北市大同區,5000000,暫不提供,0
慎密資訊有限公司,台北市中山區,5000000,12,0
雲灣資訊有限公司,台北市文山區,5000000,11,0
科盈科技有限公司,台北市南港區,5000000,18,0
你最大服務行銷有限公司,台北市中山區,5000000,10,0
優勢領航科技有限公司,台北市大安區,5000000,15,0
紐頓電子有限公司,台北市中正區,5000000,61,0
海威資訊有限公司,台北市大安區,5000000,12,0
明股份有限公司,台北市文山區,5000000,7,0
雷德科技有限公司,台北市中正區,5000000,暫不提供,0
麗得科技股份有限公司,台北市南港區,5000000,暫不提供,0
安躍系統股份有限公司,台北市中山區,5000000,6,0
群毅科技股份有限公司,台北市大同區,5000000,11,0
綠色網路科技有限公司,台北市內湖區,5000000,16,0
薩摩亞商享印膠囊股份有限公司台灣分公司,台北市信義區,5000000,10,0
原創聯合科技有限公司,台北市內湖區,5000000,暫不提供,0
光點數位科技有限公司,台北市中正區,5000000,10,0
快豹科技有限公司,台北市松山區,5000000,12,0
潮元素國際有限公司,台北市大同區,5000000,30,0
粉紅行銷有限公司,台北市大安區,5000000,暫不提供,0
星爵科技有限公司,台北市內湖區,5000000,暫不提供,0
思型設計有限公司,台北市大安區,5000000,30,0
寰宇軒行股份有限公司,台北市士林區,5000000,暫不提供,0
香港商先思行有限公司台灣分公司,台北市松山區,5000000,200,0
任風媒體科技股份有限公司,台北市信義區,5000000,10,0
香港商香港大洋行有限公司台灣分公司,台北市大安區,5000000,40,0
唯肯有限公司,台北市內湖區,5000000,暫不提供,0
太達數位資訊有限公司,台北市大安區,5000000,18,0
台灣小米通訊有限公司,台北市中正區,5000000,100,6
陣列科技有限公司,台北市中山區,5000000,暫不提供,2
TCIC_環奧國際驗證有限公司,台北市信義區,5000000,12,1
升力科技有限公司,台北市信義區,5000000,暫不提供,1
晟鑫科技股份有限公司,台北市中山區,5000000,10,2
金階科技股份有限公司,台北市南港區,5000000,10,2
荷蘭商臺灣戴爾股份有限公司台灣分公司,台北市大安區,5000000,1200,16
新加坡商利特(遠東)股份有限公司,台北市內湖區,5000000,41,2
賽發科技有限公司,台北市中正區,5000000,13,2
采悅科技股份有限公司,台北市內湖區,5000000,10,2
冠諭科技股份有限公司,台北市中正區,5000000,30,1
喬棋數位廣告行銷有限公司,台北市大安區,5000000,50,3
來吧股份有限公司,台北市內湖區,5000000,暫不提供,1
元太數位科技有限公司,台北市信義區,5000000,17,5
麗思頓有限公司,台北市中山區,5000000,暫不提供,1
御鼎整合行銷廣告有限公司,台北市大安區,5000000,22,3
台灣希捷科技股份有限公司,台北市松山區,5000000,27,1
祥承科技企業有限公司,台北市松山區,5000000,5,1
香港商斯坦雷電氣(亞洲太平洋)有限公司台灣分公司,台北市中山區,5000000,25,3
權威通訊器材行,台北市大同區,5000000,5,1
成果行銷有限公司,台北市大安區,5000000,40,1
果思設計有限公司,台北市松山區,5000000,22,5
Pinkoi_香港商果翼科技股份有限公司台灣分公司,台北市中正區,5000000,120,2
阿甘科技股份有限公司,台北市信義區,5000000,28,3
夏宇國際事業有限公司,台北市大安區,5000000,20,5
市訊資訊有限公司,台北市中山區,5000000,暫不提供,4
好書服文創事業股份有限公司,台北市大安區,5000000,40,16
網鈺數位科技有限公司,台北市內湖區,5000000,70,3
知識糖果數位社群媒體股份有限公司,台北市中山區,5000000,25,2
歐斯瑞有限公司,台北市內湖區,5000000,30,2
圓宸雲端科技有限公司,台北市信義區,5000000,25,4
融創新科股份有限公司,台北市大安區,5000000,10,2
POSITIVE GRID_佳格數位科技有限公司,台北市大同區,5000000,75,18
睿訊有限公司,台北市內湖區,5000000,120,4
紫科技股份有限公司,台北市中山區,5000000,30,5
希平方科技股份有限公司,台北市信義區,5000000,30,7
Money101_理財一零一有限公司,台北市信義區,5000000,暫不提供,3
閎藝科技股份有限公司,台北市文山區,5000000,5,3
Zebra Technologies_台灣斑馬科技股份有限公司,台北市信義區,5000000,100,1
星至澄資訊有限公司,台北市信義區,5000000,暫不提供,2
時他依麗有限公司,台北市中山區,5000000,8,3
香港商芯原有限公司臺灣分公司,台北市內湖區,5000000,暫不提供,2
益遊數位股份有限公司,台北市內湖區,5000000,20,4
築響系統科技有限公司,台北市萬華區,5000000,暫不提供,5
樂澄科技股份有限公司,台北市信義區,5000000,暫不提供,6
台灣科保電子有限公司,台北市中正區,5000000,暫不提供,1
Finger Game_芬格國際有限公司,台北市大安區,5000000,75,8
旺淶科技有限公司,台北市中山區,5000000,20,9
台灣富樺電子有限公司,台北市內湖區,5000000,暫不提供,5
碼寶科技有限公司,台北市信義區,5000000,12,5
美商超微半導體股份有限公司台灣分公司,台北市南港區,5000000,300,18
易品資訊股份有限公司,台北市大安區,5000000,12,4
皓展資訊股份有限公司,台北市信義區,5000000,32,7
mobile01_詠勝科技有限公司,台北市內湖區,5000000,36,5
展信資訊有限公司,台北市中正區,5000000,暫不提供,2
天美科技有限公司,台北市內湖區,5000000,暫不提供,0
香港商貝迪香港有限公司台灣分公司,台北市中山區,5000000,暫不提供,0
美商凱德諾藍股份有限公司台灣分公司,台北市大安區,5000000,42,0
醬子科技股份有限公司,台北市信義區,5000000,20,0
全葳科技有限公司,台北市內湖區,5000000,25,2
新加坡商安穩特有限公司台灣分公司,台北市內湖區,5000000,暫不提供,1
哇寶國際資訊股份有限公司,台北市南港區,5000000,暫不提供,7
REEBONZ_新加坡商禮寶絲有限公司台灣分公司,台北市信義區,5000000,暫不提供,0
聯款通股份有限公司,台北市松山區,5000000,暫不提供,0
漢美連網股份有限公司,台北市大同區,5000000,20,0
採智科技股份有限公司,台北市信義區,5000000,4,0
曜得資訊有限公司,台北市大安區,5000000,15,0
智勝資訊顧問有限公司,台北市大同區,5000000,暫不提供,0
海威資訊有限公司,台北市大安區,5000000,12,0
慎密資訊有限公司,台北市中山區,5000000,12,0
群毅科技股份有限公司,台北市大同區,5000000,11,0
薄蕾絲股份有限公司,台北市大安區,5000000,17,0
悅荃企業有限公司,台北市信義區,5000000,30,0
邦迅科技有限公司,台北市內湖區,5000000,10,0
雷德科技有限公司,台北市中正區,5000000,暫不提供,0
麗得科技股份有限公司,台北市南港區,5000000,暫不提供,0
旭曜資訊服務有限公司,台北市文山區,5000000,暫不提供,0
你最大服務行銷有限公司,台北市中山區,5000000,10,0
明股份有限公司,台北市文山區,5000000,7,0
庫拿理科技有限公司,台北市內湖區,5000000,15,4
芯華電腦有限公司,台北市中正區,5000000,20,4
新加坡商星盾科技有限公司台灣分公司,台北市中山區,5000000,30,1
台盈資訊科技有限公司,台北市松山區,5000000,60,6
杰華國際有限公司,台北市松山區,5000000,暫不提供,4
益川資訊股份有限公司,台北市中山區,5000000,21,3
冠諭科技股份有限公司,台北市中正區,5000000,30,1
元太數位科技有限公司,台北市信義區,5000000,17,5
隆源資訊有限公司,台北市內湖區,5000000,暫不提供,10
禾向數位科技有限公司,台北市內湖區,5000000,50,14
科思碼資訊科技股份有限公司,台北市中山區,5000000,暫不提供,2
遊戲大麥股份有限公司,台北市內湖區,5000000,10,10
翰霖科技資訊股份有限公司,台北市內湖區,5000000,60,11
英屬維京群島商金波信息技術諮詢有限公司台灣分公司,台北市大安區,5000000,60,3
維林軟體有限公司,台北市內湖區,5000000,暫不提供,6
OpenNet_開網有限公司,台北市中正區,5000000,暫不提供,12
有夢娛樂科技股份有限公司,台北市內湖區,5000000,50,3
Cloud Ace_雲一有限公司,台北市中山區,5000000,9,3
璞石國際資訊股份有限公司,台北市松山區,5000000,暫不提供,4
萬欣網路科技有限公司,台北市南港區,5000000,暫不提供,9
幣護股份有限公司,台北市松山區,5000000,15,8
易鏈科技有限公司,台北市松山區,5000000,暫不提供,2
芳草地科技有限公司,台北市中山區,5000000,暫不提供,8
ProtonMail_質子科技有限公司,台北市中山區,5000000,100,17
堯晉科技有限公司,台北市南港區,5000000,暫不提供,7
某科技有限公司,台北市大安區,5000000,30,4
台灣網路數據有限公司,台北市內湖區,5000000,20,5
日鼎科技有限公司,台北市中山區,5000000,暫不提供,2
傑航網路科技有限公司,台北市南港區,5000000,暫不提供,5
商智應用開發有限公司,台北市信義區,5000000,16,3
寰宇軒行股份有限公司,台北市士林區,5000000,暫不提供,0
英特威資訊股份有限公司,台北市松山區,5000000,10,0
原創聯合科技有限公司,台北市內湖區,5000000,暫不提供,0
璽樂科技股份有限公司,台北市北投區,5000000,暫不提供,0
香港商香港大洋行有限公司台灣分公司,台北市大安區,5000000,40,0
香港商夢點科技股份有限公司台灣分公司,台北市中正區,5000000,4,0
鷗維科技股份有限公司,台北市中山區,5000000,14,0
赤象科技顧問有限公司,台北市大同區,5000000,15,0
太達數位資訊有限公司,台北市大安區,5000000,18,0
縱橫網路科技有限公司,台北市內湖區,5000000,30,0
任風媒體科技股份有限公司,台北市信義區,5000000,10,0
唯肯有限公司,台北市內湖區,5000000,暫不提供,0
力仁資科股份有限公司,台北市內湖區,5000000,20,0
思型設計有限公司,台北市大安區,5000000,30,0
騰翔數位科技有限公司,台北市內湖區,5000000,50,0
豫亨科技有限公司,台北市信義區,5000000,20,0
瑞宏新技股份有限公司,台北市內湖區,5000000,1500,0
凱士網路工程有限公司,台北市中山區,5000000,9,0
廣豐勝科技有限公司,台北市大安區,5000000,5,0
億揚資訊科技有限公司,台北市大同區,5000000,10,0
輔傳科技股份有限公司,台北市大安區,5000000,10,0
高斯電腦股份有限公司,台北市萬華區,5000000,12,0
彩宸風尚事業有限公司,台北市松山區,5000000,暫不提供,0
台灣威騰電子股份有限公司,台北市松山區,5000000,暫不提供,0
鑫源創意設計印刷股份有限公司,台北市中山區,5000000,5,0
鉑特資訊有限公司,台北市松山區,5000000,12,0
神算資訊股份有限公司,台北市萬華區,5000000,10,0
思維寶藍科技有限公司,台北市中山區,5000000,30,0
愷銘有限公司,台北市士林區,5000000,暫不提供,0
蒲川國際股份有限公司,台北市南港區,5000000,暫不提供,0
鉑特資訊有限公司,台北市松山區,5000000,12,0
神算資訊股份有限公司,台北市萬華區,5000000,10,0
台灣廣瀨_台廣電子股份有限公司,台北市大同區,5000000,36,0
思維寶藍科技有限公司,台北市中山區,5000000,30,0
"Antenova Ltd., Taiwan Branch_英商安諾亞科技股份有限公司台灣分公司",台北市內湖區,5000000,暫不提供,0
邦妮科技有限公司,台北市信義區,5000000,15,3
迅禾科技股份有限公司,台北市中正區,5000000,暫不提供,1
新加坡商合眾科技顧問有限公司台灣分公司,台北市信義區,5000000,50,6
弘昌電子有限公司,台北市中山區,5000000,9,0
信尚科技有限公司,台北市中山區,5000000,8,0
捷能電子股份有限公司,台北市中山區,5000000,20,11
邑點設計有限公司(籌備處),台北市中山區,5000000,5,0
創勢捷國際有限公司,台北市中正區,5000000,7,0
璞藝資訊股份有限公司,台北市大安區,5000000,7,0
星辰軟體開發有限公司,台北市內湖區,5000000,40,16
感覺不錯有限公司,台北市南港區,5000000,6,0
香港商富士通亞太電子有限公司台灣分公司,台北市信義區,5000000,9,0
網動廣告科技股份有限公司,台北市中山區,5000000,10,0
群仁科技有限公司,台北市中正區,5000000,暫不提供,3
歐米英泰智慧服務股份有限公司,台北市信義區,5000000,10,1
和承國際整合行銷有限公司,台北市信義區,5000000,暫不提供,7
桃桃喜有限公司,台北市大同區,4900000,50,0
沅樸創意設計行銷股份有限公司,台北市松山區,4500000,暫不提供,0
台灣艾肯數位通路有限公司,台北市南港區,4500000,58,0
簡訊設計行銷有限公司,台北市大安區,4500000,40,0
創意國際服務有限公司,台北市中正區,4500000,40,4
安銳智慧股份有限公司,台北市大安區,4500000,7,2
串雲科技有限公司,台北市中山區,4500000,暫不提供,2
德利科技有限公司,台北市內湖區,4500000,暫不提供,5
他她科技股份有限公司,台北市松山區,4500000,暫不提供,1
遠達全球通訊股份有限公司,台北市內湖區,4500000,12,1
創炎資訊科技股份有限公司,台北市中山區,4300000,17,0
奇寶網路有限公司,台北市大安區,4300000,25,0
英孚森資訊有限公司,台北市松山區,4000000,21,0
莫納德科技有限公司,台北市中正區,4000000,暫不提供,0
拓航光學科技股份有限公司,台北市松山區,4000000,9,0
香港商雅達朗電子科技有限公司台灣分公司,台北市內湖區,4000000,20,0
沛立方股份有限公司,台北市大安區,4000000,7,0
跨思科技股份有限公司,台北市萬華區,4000000,2,0
亞洲日信商事股份有限公司,台北市松山區,4000000,9,0
奕奇數位科技股份有限公司,台北市中山區,4000000,7,0
本覺創意有限公司,台北市內湖區,4000000,10,0
僑原企業有限公司,台北市大安區,4000000,18,0
匹克電子股份有限公司,台北市中山區,4000000,5,0
碧歐司文化創意顧問股份有限公司,台北市信義區,4000000,暫不提供,0
炘業科技股份有限公司,台北市大安區,4000000,暫不提供,0
羽治整合行銷有限公司,台北市信義區,4000000,暫不提供,0
英屬開曼群島商慧康生活科技股份有限公司台灣分公司,台北市內湖區,4000000,40,8
奧理科技股份有限公司,台北市信義區,4000000,25,3
三維人股份有限公司,台北市中正區,4000000,16,7
鼎琳科技股份有限公司,台北市大同區,4000000,暫不提供,4
凌飛科技有限公司,台北市內湖區,4000000,8,0
亞洲商訊網路股份有限公司,台北市松山區,4000000,20,0
凌碩計量有限公司,台北市北投區,3800000,6,0
巨鼎國際數位科技有限公司,台北市中正區,3800000,暫不提供,0
海派醬遊有限公司,台北市大同區,3800000,暫不提供,1
金湛媒體科技股份有限公司,台北市信義區,3700000,暫不提供,0
睿科影像有限公司,台北市大同區,3700000,28,0
睿奇創新股份有限公司,台北市信義區,3700000,暫不提供,0
路星股份有限公司,台北市內湖區,3600000,7,0
源做視覺整合設計有限公司,台北市大同區,3600000,11,0
逸志科技股份有限公司,台北市信義區,3600000,10,0
夢想國際廣告有限公司,台北市內湖區,3500000,10,0
讓狂人飛教育股份有限公司,台北市大同區,3500000,9,0
初品股份有限公司,台北市中山區,3500000,10,0
專家科技有限公司,台北市大同區,3500000,6,0
視界資科股份有限公司,台北市松山區,3500000,暫不提供,0
印正有限公司,台北市內湖區,3500000,22,0
商智雲股份有限公司,台北市大安區,3500000,20,0
日坊多媒體有限公司,台北市信義區,3500000,10,0
Lexionlu Design Firm_瑞芙國際設計有限公司,台北市大安區,3500000,暫不提供,6
新加坡商歐美聖系統有限公司台灣分公司,台北市內湖區,3500000,30,3
樂活多媒體有限公司,台北市中正區,3300000,10,0
好色計企業有限公司,台北市內湖區,3200000,10,0
天微資訊股份有限公司,台北市信義區,3200000,20,3
玫瑰與騎士有限公司,台北市信義區,3200000,暫不提供,3
和康顧問有限公司,台北市中正區,3200000,暫不提供,1
光道視覺科技股份有限公司,台北市文山區,3100000,7,0
胡桃宇宙股份有限公司,台北市中山區,3000000,暫不提供,0
點居室有限公司,台北市中正區,3000000,10,0
太陽人文化傳播有限公司,台北市松山區,3000000,5,0
香港商酷旺科技有限公司台灣分公司,台北市大安區,3000000,8,0
滿食空股份有限公司,台北市松山區,3000000,10,0
時賦科技有限公司,台北市中山區,3000000,6,0
賀呈國際有限公司,台北市內湖區,3000000,10,0
伊比薩股份有限公司,台北市中山區,3000000,暫不提供,0
VALD-Design_進化論有限公司,台北市內湖區,3000000,9,0
東畇策創科技股份有限公司,台北市大安區,3000000,暫不提供,0
米達斯遊戲有限公司,台北市中山區,3000000,暫不提供,0
玩家公園股份有限公司,台北市大安區,3000000,10,0
時賦科技有限公司,台北市中山區,3000000,6,0
賀呈國際有限公司,台北市內湖區,3000000,10,0
伊比薩股份有限公司,台北市中山區,3000000,暫不提供,0
鴻宇國際實業有限公司,台北市中山區,3000000,6,0
應用錢包區塊鏈股份有限公司,台北市內湖區,3000000,4,0
胡桃宇宙股份有限公司,台北市中山區,3000000,暫不提供,0
點居室有限公司,台北市中正區,3000000,10,0
